Index	PG.MolecularWeight	PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	[1] C_Schulte_290621_260821_UMG_Fu_R1_1.raw.PG.Quantity	[2] C_Schulte_290621_260821_UMG_Fu_R1_10.raw.PG.Quantity	[3] C_Schulte_290621_260821_UMG_Fu_R1_11.raw.PG.Quantity	[4] C_Schulte_290621_260821_UMG_Fu_R1_12.raw.PG.Quantity	[5] C_Schulte_290621_260821_UMG_Fu_R1_13.raw.PG.Quantity	[6] C_Schulte_290621_260821_UMG_Fu_R1_14.raw.PG.Quantity	[7] C_Schulte_290621_260821_UMG_Fu_R1_15.raw.PG.Quantity	[8] C_Schulte_290621_260821_UMG_Fu_R1_16.raw.PG.Quantity	[9] C_Schulte_290621_260821_UMG_Fu_R1_17.raw.PG.Quantity	[10] C_Schulte_290621_260821_UMG_Fu_R1_18.raw.PG.Quantity	[11] C_Schulte_290621_260821_UMG_Fu_R1_19.raw.PG.Quantity	[12] C_Schulte_290621_260821_UMG_Fu_R1_2.raw.PG.Quantity	[13] C_Schulte_290621_260821_UMG_Fu_R1_20.raw.PG.Quantity	[14] C_Schulte_290621_260821_UMG_Fu_R1_21.raw.PG.Quantity	[15] C_Schulte_290621_260821_UMG_Fu_R1_22.raw.PG.Quantity	[16] C_Schulte_290621_260821_UMG_Fu_R1_23.raw.PG.Quantity	[17] C_Schulte_290621_260821_UMG_Fu_R1_24.raw.PG.Quantity	[18] C_Schulte_290621_260821_UMG_Fu_R1_25.raw.PG.Quantity	[19] C_Schulte_290621_260821_UMG_Fu_R1_26.raw.PG.Quantity	[20] C_Schulte_290621_260821_UMG_Fu_R1_27.raw.PG.Quantity	[21] C_Schulte_290621_260821_UMG_Fu_R1_28.raw.PG.Quantity	[22] C_Schulte_290621_260821_UMG_Fu_R1_29.raw.PG.Quantity	[23] C_Schulte_290621_260821_UMG_Fu_R1_3.raw.PG.Quantity	[24] C_Schulte_290621_260821_UMG_Fu_R1_30.raw.PG.Quantity	[25] C_Schulte_290621_260821_UMG_Fu_R1_31.raw.PG.Quantity	[26] C_Schulte_290621_260821_UMG_Fu_R1_32.raw.PG.Quantity	[27] C_Schulte_290621_260821_UMG_Fu_R1_33.raw.PG.Quantity	[28] C_Schulte_290621_260821_UMG_Fu_R1_34.raw.PG.Quantity	[29] C_Schulte_290621_260821_UMG_Fu_R1_35.raw.PG.Quantity	[30] C_Schulte_290621_260821_UMG_Fu_R1_36.raw.PG.Quantity	[31] C_Schulte_290621_260821_UMG_Fu_R1_37.raw.PG.Quantity	[32] C_Schulte_290621_260821_UMG_Fu_R1_38.raw.PG.Quantity	[33] C_Schulte_290621_260821_UMG_Fu_R1_39.raw.PG.Quantity	[34] C_Schulte_290621_260821_UMG_Fu_R1_4.raw.PG.Quantity	[35] C_Schulte_290621_260821_UMG_Fu_R1_40.raw.PG.Quantity	[36] C_Schulte_290621_260821_UMG_Fu_R1_5.raw.PG.Quantity	[37] C_Schulte_290621_260821_UMG_Fu_R1_6.raw.PG.Quantity	[38] C_Schulte_290621_260821_UMG_Fu_R1_7.raw.PG.Quantity	[39] C_Schulte_290621_260821_UMG_Fu_R1_8.raw.PG.Quantity	[40] C_Schulte_290621_260821_UMG_Fu_R1_9.raw.PG.Quantity	[41] C_Schulte_290621_260821_UMG_Fu_R2_1.raw.PG.Quantity	[42] C_Schulte_290621_260821_UMG_Fu_R2_10.raw.PG.Quantity	[43] C_Schulte_290621_260821_UMG_Fu_R2_11.raw.PG.Quantity	[44] C_Schulte_290621_260821_UMG_Fu_R2_12.raw.PG.Quantity	[45] C_Schulte_290621_260821_UMG_Fu_R2_13.raw.PG.Quantity	[46] C_Schulte_290621_260821_UMG_Fu_R2_14.raw.PG.Quantity	[47] C_Schulte_290621_260821_UMG_Fu_R2_15.raw.PG.Quantity	[48] C_Schulte_290621_260821_UMG_Fu_R2_16.raw.PG.Quantity	[49] C_Schulte_290621_260821_UMG_Fu_R2_17.raw.PG.Quantity	[50] C_Schulte_290621_260821_UMG_Fu_R2_18.raw.PG.Quantity	[51] C_Schulte_290621_260821_UMG_Fu_R2_19.raw.PG.Quantity	[52] C_Schulte_290621_260821_UMG_Fu_R2_2.raw.PG.Quantity	[53] C_Schulte_290621_260821_UMG_Fu_R2_20.raw.PG.Quantity	[54] C_Schulte_290621_260821_UMG_Fu_R2_21.raw.PG.Quantity	[55] C_Schulte_290621_260821_UMG_Fu_R2_22.raw.PG.Quantity	[56] C_Schulte_290621_260821_UMG_Fu_R2_23.raw.PG.Quantity	[57] C_Schulte_290621_260821_UMG_Fu_R2_24.raw.PG.Quantity	[58] C_Schulte_290621_260821_UMG_Fu_R2_25.raw.PG.Quantity	[59] C_Schulte_290621_260821_UMG_Fu_R2_26.raw.PG.Quantity	[60] C_Schulte_290621_260821_UMG_Fu_R2_27.raw.PG.Quantity	[61] C_Schulte_290621_260821_UMG_Fu_R2_28.raw.PG.Quantity	[62] C_Schulte_290621_260821_UMG_Fu_R2_29.raw.PG.Quantity	[63] C_Schulte_290621_260821_UMG_Fu_R2_3.raw.PG.Quantity	[64] C_Schulte_290621_260821_UMG_Fu_R2_30.raw.PG.Quantity	[65] C_Schulte_290621_260821_UMG_Fu_R2_31.raw.PG.Quantity	[66] C_Schulte_290621_260821_UMG_Fu_R2_32.raw.PG.Quantity	[67] C_Schulte_290621_260821_UMG_Fu_R2_33.raw.PG.Quantity	[68] C_Schulte_290621_260821_UMG_Fu_R2_34.raw.PG.Quantity	[69] C_Schulte_290621_260821_UMG_Fu_R2_35.raw.PG.Quantity	[70] C_Schulte_290621_260821_UMG_Fu_R2_36.raw.PG.Quantity	[71] C_Schulte_290621_260821_UMG_Fu_R2_37.raw.PG.Quantity	[72] C_Schulte_290621_260821_UMG_Fu_R2_38.raw.PG.Quantity	[73] C_Schulte_290621_260821_UMG_Fu_R2_39.raw.PG.Quantity	[74] C_Schulte_290621_260821_UMG_Fu_R2_4.raw.PG.Quantity	[75] C_Schulte_290621_260821_UMG_Fu_R2_40.raw.PG.Quantity	[76] C_Schulte_290621_260821_UMG_Fu_R2_5.raw.PG.Quantity	[77] C_Schulte_290621_260821_UMG_Fu_R2_6.raw.PG.Quantity	[78] C_Schulte_290621_260821_UMG_Fu_R2_7.raw.PG.Quantity	[79] C_Schulte_290621_260821_UMG_Fu_R2_8.raw.PG.Quantity	[80] C_Schulte_290621_260821_UMG_Fu_R2_9.raw.PG.Quantity
3192	19992.07	Q9DCJ5	Ndufa8	Mus musculus	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	NDUA8_MOUSE	15454.28	12549.85	13434.69	15765.51	16012.68	13534.69	12287.16	12879.54	16022.37	15432.71	14107.55	14611.56	18503.74	16830.77	20247.03	14787.45	22631.86	20677.89	25808.22	19484.69	14777.44	18699.36	9768.59	16134.51	15536.26	9956.79	12278.26	17639.91	12840.15	16423.70	14990.99	13569.98	15248.78	16529.37	16332.92	9036.16	13850.11	15588.30	15361.55	11715.41	15007.99	11263.75	11920.12	14168.82	15009.45	13193.15	13047.88	15085.62	15427.61	14731.88	13008.08	12911.91	16673.92	14516.79	19186.54	15251.31	22965.71	20341.23	25217.67	19152.76	10907.79	18801.54	8172.17	16787.62	14941.21	10324.05	13625.64	15094.82	14564.11	16645.87	14098.03	15944.93	16323.43	15378.58	15642.39	7947.20	13454.92	16010.05	14685.40	11578.41
3193	35130.47	Q9DCJ9	Npl	Mus musculus	N-acetylneuraminate lyase	NPL_MOUSE	8823.24	6348.26	7384.48	7656.46	9397.59	9201.11	7752.41	8260.52	7002.30	7233.41	6945.87	9661.63	8926.43	10563.73	9877.03	10055.35	11182.80	10324.15	7493.01	9413.12	8889.76	9268.54	8360.60	9197.11	9908.15	8864.76	6799.75	6833.84	9789.61	6562.40	5825.28	7241.79	7410.52	9006.82	7752.26	8820.70	8955.72	7061.23	6916.81	8436.63	8867.97	6840.91	8369.69	8018.25	9549.54	10395.76	8032.14	8561.91	6372.76	6697.16	7717.30	9792.14	9812.46	11390.35	9951.90	8173.86	11145.34	8801.61	7498.17	11036.55	8091.24	10227.08	9795.23	9329.79	9248.75	8033.31	7169.85	7180.69	7631.86	5236.70	6087.83	8502.24	6418.50	9257.27	7555.65	8214.27	9630.40	7333.59	7714.42	9226.22
3194	47006.08	Q9DCL9	Paics	Mus musculus	Multifunctional protein ADE2	PUR6_MOUSE	25879.13	27868.10	26839.68	23150.46	26644.48	28310.44	18887.24	15924.57	14219.36	15952.45	15085.79	25675.79	27734.76	35751.78	30039.01	27339.07	33319.43	33187.42	22655.33	34191.80	31323.86	26725.03	27854.55	26255.39	27425.60	18472.44	28811.12	21843.45	29892.06	31933.14	18421.08	32142.63	35104.54	27164.39	24621.67	36528.12	25304.29	27965.43	22275.72	32236.82	25898.75	29384.15	26687.59	23907.50	27009.71	28380.02	19938.85	16350.51	13913.41	15914.74	15379.40	25779.41	27376.99	33733.94	29868.75	27648.08	31858.34	32372.20	22558.63	34669.93	31927.67	25124.67	32516.18	25565.30	26353.66	18511.49	28684.95	22171.42	31967.81	30741.55	18092.74	31904.11	35699.68	28969.48	24211.41	37257.53	26344.34	30253.84	23669.90	31497.58
3195	27738.79	Q9DCM0	Ethe1	Mus musculus	Persulfide dioxygenase ETHE1, mitochondrial	ETHE1_MOUSE	11576.62	12604.00	11634.80	12891.01	9905.24	9556.18	13701.68	11212.63	9698.02	10593.52	11578.79	9139.42	13204.48	15626.24	10892.84	13604.46	10709.37	12220.58	10298.67	13224.32	13438.70	13049.46	14387.40	14078.58	10336.02	10862.09	13108.08	8687.57	10915.99	14043.54	10538.42	10586.92	12112.01	9753.95	10649.55	11453.87	11600.59	11953.36	9675.86	17562.34	10788.31	13516.21	10537.66	11958.94	10869.48	10314.70	14086.45	12424.74	10683.85	10183.01	11351.05	9055.89	14826.99	17211.24	11437.70	13386.96	10337.01	12079.86	10486.06	12727.64	16302.73	18087.36	14890.86	12022.80	10639.86	11117.22	14907.80	10622.87	17019.28	14646.97	10581.95	10701.65	11906.57	10441.94	9431.87	14173.73	12495.23	15088.65	10837.41	13458.32
3196	25704.05	Q9DCM2	Gstk1	Mus musculus	Glutathione S-transferase kappa 1	GSTK1_MOUSE	13760.67	18141.75	18443.40	15648.78	16261.83	16772.54	14739.29	11292.22	10170.05	9506.56	11512.01	16073.50	20004.44	19388.75	14562.63	14001.20	15672.10	18070.00	13116.11	17874.81	16188.42	16460.67	17435.71	13919.77	17119.09	11085.92	18067.50	15756.24	26326.89	18303.60	14817.75	25648.93	16326.68	15303.26	12645.37	19504.88	16022.93	15061.91	13757.76	20895.12	13044.14	17678.72	19971.03	15456.26	16191.98	16575.57	14508.09	11401.76	9852.20	9308.73	12803.13	16046.00	21832.72	19541.17	14551.60	14607.99	15087.26	17505.81	12351.53	18092.19	15442.87	16673.01	18368.39	15841.83	16469.64	12135.46	18808.20	15927.79	26726.06	21557.29	12787.31	22093.73	15264.04	15217.06	14557.75	17825.51	15678.96	14206.78	13271.80	21011.74
3197	21732.09	Q9DCR2	Ap3s1	Mus musculus	AP-3 complex subunit sigma-1	AP3S1_MOUSE	6339.94	11246.35	7465.05	6880.98	10150.03	9920.83	8394.39	6346.13	8058.91	6875.11	6838.91	8608.60	9168.29	7231.87	7126.40	6012.19	5754.88	6935.43	6788.86	8169.50	11602.28	8497.99	9619.26	7913.00	7171.03	8542.93	11576.57	7938.66	12540.01	9582.93	10192.04	11271.87	10258.46	10618.78	9274.99	5810.20	7444.68	6199.57	6112.26	8885.49	6562.92	11041.89	9358.20	10264.83	9459.12	7254.37	8030.42	6198.91	7998.30	7690.85	10272.55	7568.23	10036.42	7445.78	8488.68	6286.71	6233.73	8652.35	6871.09	9010.25	11631.25	7185.56	10638.05	8634.59	8793.00	8678.95	11828.12	8981.97	13176.64	9855.42	13759.45	12654.39	13861.65	10078.17	10625.48	7040.91	7022.05	6437.72	8216.54	7682.57
3198	40342.68	Q9DCS3	Mecr	Mus musculus	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	MECR_MOUSE	1301.30	Filtered	1020.55	3002.51	2102.29	4022.62	2479.31	2562.56	2646.87	3631.88	1802.36	2682.23	2005.44	2023.39	2039.57	3204.20	2952.69	3766.17	6162.44	2905.82	1800.95	1218.30	1761.59	786.82	1.00	1844.63	2160.85	1976.46	Filtered	Filtered	1426.30	Filtered	1459.09	2020.39	694.77	3698.82	2195.37	1815.71	2445.96	Filtered	1164.44	2477.14	950.51	4595.89	3659.43	2260.72	1233.06	3179.66	2416.05	4233.39	5029.68	3254.33	2949.65	1329.82	2639.02	1482.95	3559.50	3369.76	6218.27	4879.61	865.97	943.12	6363.09	1530.34	3926.98	Filtered	Filtered	1.00	Filtered	Filtered	Filtered	1047.38	Filtered	1817.23	491.08	7509.98	4427.10	Filtered	1895.90	Filtered
3199	21023.8	Q9DCS9	Ndufb10	Mus musculus	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	NDUBA_MOUSE	15005.93	20824.58	20088.18	16482.93	15376.17	13628.46	17520.97	16006.94	21116.69	20336.00	14808.47	15589.48	20501.49	17143.01	21124.53	15575.94	14633.83	19402.23	14884.15	17816.96	18153.99	20600.19	15154.84	18654.38	17779.80	14121.43	18445.70	21756.03	28626.93	21842.37	22659.54	27942.11	18950.27	16517.78	16640.85	17127.55	14226.19	16941.80	18880.48	17873.22	14161.03	22638.41	19187.58	15180.33	14612.47	12211.39	16732.93	15556.74	19987.32	20130.09	15012.08	16244.45	18196.29	15865.38	20757.27	15154.98	13715.06	17626.35	14434.26	18442.95	18704.69	20662.83	17220.86	18192.57	16510.93	14523.96	18491.49	18765.36	30872.62	18459.99	20343.51	22057.41	13827.14	16606.43	15592.00	16655.66	14635.55	18065.06	19170.60	17873.97
3200	34460.73	Q9DCT1	Akr1e2	Mus musculus	1,5-anhydro-D-fructose reductase	AKCL2_MOUSE	9720.25	11090.57	8649.24	8721.23	11449.12	13466.00	7160.04	6101.71	5978.64	6280.84	5454.11	10705.25	11289.38	14275.48	14079.54	13323.18	17467.98	16675.23	12199.66	13899.04	15626.49	10628.67	13735.83	9709.39	8043.28	7674.07	11941.42	6954.49	12631.79	11782.97	7149.92	11661.67	10101.18	12113.03	10120.40	13955.59	9856.61	9125.97	8763.91	13670.95	9489.75	12532.73	10421.80	8586.46	10469.51	10995.38	7115.23	6312.73	6314.52	5396.94	7308.78	11764.24	10200.33	14667.69	14263.71	13162.28	16963.25	16385.14	13030.40	14976.49	15433.98	11667.62	13372.50	9301.76	7815.12	10257.57	13612.54	7189.77	14416.23	10962.79	7040.43	13067.18	13234.23	12329.14	9403.16	10983.78	11530.10	8244.74	6922.54	13609.54
3201	30149.32	Q9DCT2	Ndufs3	Mus musculus	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	NDUS3_MOUSE	27850.83	30276.74	32566.10	28378.58	26676.61	20489.41	29286.12	28481.73	36381.13	33929.91	32578.44	28411.66	28759.49	22000.54	24860.74	24523.92	16093.40	19998.11	24573.98	20750.01	36118.25	30183.17	39539.07	30052.59	42421.95	36186.72	42927.72	34664.94	50701.70	33376.69	36528.67	31130.92	38099.75	28560.73	32013.34	29092.03	26857.62	17903.66	32824.48	34336.97	27266.64	37576.41	34376.66	29644.23	24950.96	25053.18	34254.17	28836.38	36747.67	33399.05	37799.32	27830.92	31145.49	19272.68	22231.49	24781.25	18823.09	18116.67	22880.33	21668.44	32495.69	26207.16	70664.55	27874.78	33493.98	40524.81	55192.95	31598.95	58166.16	47051.86	34689.29	31785.39	35989.35	27991.26	30797.45	32951.37	32405.88	21987.54	36980.27	33492.74
3202	22726.98	Q9DCT8	Crip2	Mus musculus	Cysteine-rich protein 2	CRIP2_MOUSE	14490.91	16939.79	14224.99	18542.59	9928.16	13681.93	10700.30	10996.93	11308.65	13661.65	10856.93	20982.31	19347.67	8693.69	8872.37	10577.12	9310.91	12692.32	20608.87	12400.19	9892.22	9535.69	18035.21	14000.71	12580.86	9476.45	13910.73	12560.75	15043.36	20203.18	10945.40	16263.24	9582.03	15156.03	6294.66	12474.02	14729.50	16588.54	13442.74	16616.96	15377.67	22011.74	13900.82	17965.00	10982.62	12822.54	10517.96	10448.08	11292.52	13978.21	15010.33	18856.66	20259.93	9773.36	9056.48	10581.30	9081.18	12668.22	20404.39	12891.50	13205.26	10335.02	13599.66	14218.97	14023.45	13313.29	20728.42	12778.10	19284.56	19720.97	10372.79	14859.38	14391.36	14727.08	6757.39	12527.26	14908.14	15343.47	14393.55	17862.42
3203	19801.45	Q9DCU2	Pllp	Mus musculus	Plasmolipin	PLLP_MOUSE	233.95	Filtered	Filtered	920.78	Filtered	Filtered	927.71	1295.87	1428.41	1246.13	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	429.40	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	599.85	Filtered	6444.77	Filtered	Filtered	Filtered	Filtered	Filtered	471.72	Filtered	Filtered	299.75	1169.08	1278.06	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	426.59	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	580.41	Filtered	Filtered	Filtered	Filtered	Filtered	1985.54	Filtered	8771.51	Filtered
3204	35000.2	Q9DCV4	Rmdn1	Mus musculus	Regulator of microtubule dynamics protein 1	RMD1_MOUSE	5756.80	5923.17	6288.57	4661.61	4739.34	4635.61	4986.57	5035.74	5603.98	5659.02	5243.76	5318.77	5550.25	4647.33	5072.16	5078.84	4893.51	4713.64	5419.24	5016.94	4569.78	5902.30	5768.45	5942.25	7807.31	5891.14	3671.63	4725.59	5633.43	8256.42	5795.14	5467.02	3835.28	3954.52	5368.68	5356.59	5396.49	2955.24	6439.60	4721.65	5162.27	6791.57	3729.55	4833.04	4801.71	4895.62	5545.89	5883.36	5795.35	5482.50	5776.86	4181.78	4672.65	4641.96	4998.63	5309.61	4695.23	5276.67	5209.33	4648.65	4692.96	5405.75	8465.78	5001.24	4827.12	4418.32	6074.54	4565.43	4675.08	4039.45	5179.70	7615.35	3824.26	7078.83	5148.79	6728.37	5421.18	3088.49	6443.80	3890.29
3205	50708.8	Q9DCV7	Krt7	Mus musculus	Keratin, type II cytoskeletal 7	K2C7_MOUSE	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	1.00	Filtered	Filtered	Filtered	Filtered	3570.50	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	1610.23	720.17	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	404.63	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	4726.96	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered
3206	27623.29	Q9DCW4	Etfb	Mus musculus	Electron transfer flavoprotein subunit beta	ETFB_MOUSE	59160.35	62301.41	62653.84	51750.69	62383.32	64436.95	53361.03	45439.54	41860.67	43154.01	45667.55	62519.84	59162.19	77533.73	61622.05	72852.63	82091.54	75276.51	56081.78	72322.03	73893.13	58975.44	68740.33	57902.97	54080.52	51489.73	68456.45	45010.54	63094.36	59248.46	53685.07	73921.97	70801.63	61567.31	55929.30	63688.92	59324.14	51032.98	51345.07	66575.74	59496.45	65670.94	65439.96	52118.49	62847.73	63733.84	53879.99	47052.09	42037.68	43512.62	47050.90	60570.75	59786.40	80665.61	65422.61	71977.45	77914.20	76615.56	58438.88	72624.07	75514.98	59884.88	76666.19	59043.91	56426.83	54523.59	70873.82	47465.58	65208.06	62476.33	53706.05	75034.80	74401.92	78366.48	55659.84	65092.54	61774.47	50158.39	53407.44	67794.47
3207	18749.45	Q9DCX2	Atp5pd	Mus musculus	ATP synthase subunit d, mitochondrial	ATP5H_MOUSE	7988.65	8876.13	9452.94	9079.04	7417.27	7899.40	7952.55	8184.50	11462.27	10805.85	8930.87	8893.97	8755.62	7825.82	10756.38	9327.40	8823.87	13365.54	11595.92	9900.08	12610.80	11741.12	8906.16	10016.37	11551.96	9873.52	12986.04	9162.39	11586.13	10630.11	8670.09	7785.77	11783.60	8284.87	9616.50	8523.20	7663.48	9753.07	12171.16	8289.10	8914.32	13284.13	11674.40	9363.37	9122.31	7982.37	8846.99	8145.87	11432.16	10607.21	8926.73	8044.09	10878.23	8883.80	11142.47	8663.05	8408.50	12668.64	11785.79	9822.57	14762.24	10286.31	18669.49	9899.36	12584.71	11218.50	13814.35	8954.84	16193.71	11494.46	8124.78	9157.21	8844.66	10284.99	9505.11	8891.97	8995.99	12070.60	13898.31	13251.49
3208	37481.95	Q9DCZ1	Gmpr	Mus musculus	GMP reductase 1	GMPR1_MOUSE	2715.76	5062.80	3472.14	5225.87	2170.22	3458.07	2627.79	5001.31	3584.34	4679.76	2668.33	4672.29	4158.82	2283.30	2206.80	2606.47	4156.35	3183.33	5561.17	3460.56	3720.48	3088.27	3349.30	1511.71	2203.27	2772.27	4443.54	1997.93	5486.47	4086.86	2007.38	Filtered	Filtered	1391.42	2912.37	2992.83	1992.84	3447.77	3821.86	4597.01	1550.67	4404.92	2687.61	4945.40	740.65	5174.45	3647.92	4893.57	3750.50	4636.98	2748.63	2720.21	2574.66	4065.38	2675.25	2473.30	4146.69	3306.71	5793.44	2995.11	2843.87	2341.85	1151.68	1778.80	Filtered	1407.77	8068.37	1464.80	Filtered	5309.27	4266.43	6398.74	508.85	3504.54	3816.30	2851.97	1765.99	3628.64	2374.84	Filtered
3209	"22603.98;22603.98-2;22603.98-3"	"Q9DCZ4;Q9DCZ4-2;Q9DCZ4-3"	Apoo	Mus musculus	"MICOS complex subunit Mic26;Isoform 2 of MICOS complex subunit Mic26;Isoform 3 of MICOS complex subunit Mic26"	MIC26_MOUSE	7891.08	8371.76	7478.75	5511.25	8749.86	6877.77	7434.34	6383.31	9744.02	8810.68	12956.99	10036.12	4966.47	4765.70	5293.36	7671.94	4743.51	3949.01	6102.26	6433.79	5274.76	6791.41	7337.33	9756.59	7008.65	7715.56	6742.56	8492.91	7374.54	5960.14	9452.26	6811.14	Filtered	6754.15	5339.75	3864.42	8425.53	10217.03	11577.88	8734.08	8371.12	9756.20	6970.65	8155.49	8656.25	4155.72	10639.54	7348.83	9677.84	8484.29	8538.06	7834.67	5404.99	4438.29	6829.40	7653.02	4523.70	6003.63	6031.34	5366.05	5230.96	6567.95	6496.19	8664.66	6761.58	9956.65	6413.26	7882.61	8124.96	5561.51	6641.11	4421.16	4341.36	6034.11	7246.56	4850.52	7784.65	10188.57	11443.59	5312.72
3210	21618.69	Q9DD02	Hikeshi	Mus musculus	Protein Hikeshi	HIKES_MOUSE	1373.70	Filtered	1618.54	2264.49	1748.35	1619.48	1912.31	1617.47	1120.81	1399.19	1221.98	1112.29	358.84	1929.57	2770.84	2266.91	4380.80	2958.51	2530.71	3165.67	4660.47	1665.52	Filtered	1318.09	1912.00	1608.65	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	2056.59	3157.54	Filtered	2153.83	2023.10	468.93	1484.42	1469.37	297.51	1192.17	2524.56	2880.39	3239.60	1144.36	1380.09	1274.49	1604.69	1798.29	2908.01	138.57	2123.18	2783.15	2865.77	3444.74	2828.50	2710.58	3073.52	4651.98	2948.60	1472.46	1961.41	885.86	845.39	724.46	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	1237.49	1952.35	1110.73	2220.25	2500.78	1223.01	1122.46
3211	23384.44	Q9DD18	Dtd1	Mus musculus	D-aminoacyl-tRNA deacylase 1	DTD1_MOUSE	8667.20	7942.55	10601.35	11348.07	8537.07	10396.12	3746.58	7428.05	6706.07	15960.65	7781.55	12884.36	7309.46	11368.26	5746.96	7695.89	6139.02	5647.57	5888.69	7223.01	11204.68	7273.50	9783.85	7542.53	6926.91	10078.60	14436.18	8068.37	15380.72	11110.28	8101.14	11159.99	11493.82	6747.80	6313.62	9496.28	5995.59	15174.12	9413.30	10476.22	7170.77	6998.36	9172.34	11155.89	8653.15	9594.50	5436.62	6414.76	4216.39	15490.81	7666.50	11058.82	15264.66	8344.16	6413.25	6576.46	8122.05	Filtered	9167.18	7682.86	Filtered	6332.71	12488.99	6195.23	12210.29	8098.86	14049.08	8571.02	14221.19	12959.63	8127.76	13812.72	10372.70	7936.65	7014.60	9297.01	7676.45	16002.81	5612.33	11321.01
3212	26310.36	Q9EP72	Emc7	Mus musculus	ER membrane protein complex subunit 7	EMC7_MOUSE	3491.07	5186.21	4589.38	3959.01	2980.82	3097.43	3520.01	3853.18	4968.40	4335.82	3996.62	5252.81	3398.25	1725.18	3479.81	3216.00	4668.82	3262.57	3622.95	2856.75	3280.68	4801.46	2439.87	6443.10	6628.72	3268.56	4932.72	4418.61	5281.09	4181.59	4575.58	6194.88	2250.02	3701.77	4675.09	2964.97	4003.04	5371.22	4181.83	1290.63	3459.96	3594.52	2672.98	3429.11	4777.55	3132.21	4308.19	4548.44	5305.92	4929.98	3257.46	4722.43	3565.23	2883.30	3420.95	3784.62	4088.96	3054.78	3777.49	2825.23	5577.55	4196.78	Filtered	3697.66	4596.99	3541.62	5407.81	3941.95	2394.66	Filtered	6409.87	7368.40	Filtered	2983.35	3871.26	Filtered	3903.40	9100.81	3925.14	2329.24
3213	60705.49	Q9EP89	Lactb	Mus musculus	Serine beta-lactamase-like protein LACTB, mitochondrial	LACTB_MOUSE	5784.63	8543.21	10412.17	6034.88	8281.55	7076.40	5571.50	5208.55	5275.76	5680.58	7720.86	6776.36	7540.48	6284.56	6045.46	6321.11	7753.85	9334.17	6079.69	6980.92	15397.92	6543.74	8714.78	6376.56	6956.34	6692.71	8963.61	8048.45	14119.75	10280.93	9327.73	8785.41	6761.22	6897.33	7840.93	5630.97	6439.18	8394.46	6049.80	8142.76	6687.11	9728.37	8211.13	7165.25	6614.45	8056.83	7285.56	5723.93	5129.69	5468.08	8380.74	9583.93	6016.09	9707.71	6120.71	6632.99	7844.38	8877.39	6908.64	7186.29	8021.83	7465.47	8535.54	4544.40	7738.68	7150.12	10259.44	7416.18	10859.12	12915.51	10213.95	11255.38	9218.78	8028.44	6223.67	8131.16	6132.37	7603.82	6812.97	10152.47
3214	132388.11	Q9EPE9	Atp13a1	Mus musculus	Manganese-transporting ATPase 13A1	AT131_MOUSE	2061.33	Filtered	2521.34	1795.59	2187.40	1682.16	2191.28	1796.98	1455.23	2024.16	1664.95	Filtered	Filtered	1767.58	1667.24	1146.50	Filtered	1093.24	1201.69	1611.79	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	2688.91	Filtered	Filtered	1734.58	Filtered	Filtered	1955.23	1621.38	Filtered	Filtered	4859.61	Filtered	Filtered	Filtered	3356.16	Filtered	2112.98	1854.33	Filtered	3024.71	2002.43	1561.59	1638.17	2599.97	Filtered	Filtered	847.79	Filtered	1257.98	Filtered	Filtered	1035.92	1104.35	Filtered	2166.23	Filtered	1541.38	Filtered	Filtered	1413.40	Filtered	Filtered	Filtered	1357.02	Filtered	Filtered	2776.94	1385.58	Filtered	1554.11	4767.34	Filtered	Filtered
